OBJECTID,Address Grid High,Address Grid Low,ENG_UNIQUE,Township Id,Road Id,Segment Id,Subsegment Id,Right City,Left County,Right County,Left State,Right State,Left FIPS,Right FIPS,Cardinality,Number of Lanes,Speed,Left City,Left Township,Right Township,Jurisdiction,Beginning Log Point,3D Length,Surface Type,Travel Direction,Reverse Direction,Divided,Alternate Pre Direction,Alternate Street Name,Alternate Suffix Direction,Alternate Street Type,End Log Point,Beginning Log Point 2,End Log Point 2,NLFID 2,Overlapping Road,Road ID,Pre Direction,Suffix Direction,Left To Address,Left From Address,Right To Address,Right From Address,Left Zip Code,Right Zip Code,Street Name,Street Type,Road Number,NLFID,Pre Type,Full Street Name,PNAME,Left Community,Right Community,Shield,SHAPE__Length
13926,7000,1400, ,,21,33,9, ,DEL,DEL,OH,OH,09428,09428,C,2,55, ,BROWN TWP,BROWN TWP,S,0,0,P,B, ,N, ,SR 521/ST RT 521/521, , ,0,0,0,SDELSR00521**C,M,321003309, , ,0,0,1464,1464,43015,43015,521, ,521,SDELSR00521**C,STATE ROUTE,STATE ROUTE 521,STATE ROUTE 521,BROWN TWP,BROWN TWP,SR-521,105.175679854774
13927,7000,1400, ,,21,33,2,DELAWARE,DEL,DEL,OH,OH,09428,21434,C,2,55, ,BROWN TWP, ,S,0,0,P,B, ,N, ,SR 521/ST RT 521/521, , ,0,0,0,SDELSR00521**C,M,321003302, , ,2061,2061,0,0,43015,43015,521, ,521,SDELSR00521**C,STATE ROUTE,STATE ROUTE 521,STATE ROUTE 521,BROWN TWP,DELAWARE,SR-521,270.781367076658
13928,351,200, ,,55,163,37,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016337, , ,200,248,201,255,43015,43015,SAGE HILL,DR,1506,MDELMR01506**C, ,SAGE HILL DR,SAGE HILL,DELAWARE,DELAWARE, ,197.647493687771
13929,351,200, ,,55,163,38,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016338, , ,266,350,261,351,43015,43015,SAGE HILL,DR,1506,MDELMR01506**C, ,SAGE HILL DR,SAGE HILL,DELAWARE,DELAWARE, ,347.136634204088
13930,81,50, ,,55,163,39,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016339, , ,81,51,76,50,43015,43015,DOUGLASS,CT,1507,MDELMR01507**C, ,DOUGLASS CT,DOUGLASS,DELAWARE,DELAWARE, ,114.799553617688
13931,140,45, ,,55,163,36,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016336, , ,140,134,135,129,43015,43015,MAPLE CREST,DR,1505,MDELMR01505**C, ,MAPLE CREST DR,MAPLE CREST,DELAWARE,DELAWARE, ,103.265772082928
13932,140,45, ,,55,163,35,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016335, , ,122,104,123,105,43015,43015,MAPLE CREST,DR,1505,MDELMR01505**C, ,MAPLE CREST DR,MAPLE CREST,DELAWARE,DELAWARE, ,123.130882370989
13933,140,45, ,,55,163,34,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016334, , ,98,68,93,63,43015,43015,MAPLE CREST,DR,1505,MDELMR01505**C, ,MAPLE CREST DR,MAPLE CREST,DELAWARE,DELAWARE, ,176.664636060026
13934,140,45, ,,55,163,33,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016333, , ,50,50,57,45,43015,43015,MAPLE CREST,DR,1505,MDELMR01505**C, ,MAPLE CREST DR,MAPLE CREST,DELAWARE,DELAWARE, ,63.8602614690739
13935,437,400, ,,55,163,32,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016332, , ,412,400,419,401,43015,43015,ZELKOVA,LN,1504,MDELMR01504**C, ,ZELKOVA LN,ZELKOVA,DELAWARE,DELAWARE, ,127.271082435255
13936,329,300, ,,55,163,44,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016344, , ,316,300,307,301,43015,43015,ROYAL FERN,LN,1503,MDELMR01503**C, ,ROYAL FERN LN,ROYAL FERN,DELAWARE,DELAWARE, ,127.271162106985
13937,469,230, ,,55,163,30,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,255016330, , ,0,0,0,0,43015,43015,WINTERBOURNE,DR,1358,MDELMR01358**C, ,WINTERBOURNE DR,WINTERBOURNE,DELAWARE,DELAWARE, ,316.329540683648
13938,632,401, ,,55,280,3,SUNBURY,DEL,DEL,OH,OH,75602,75602,C,2,25,SUNBURY, , ,M,0,0,P,B,True,N, , , , ,0,0,0, , ,155028003, , ,509,491,504,504,43074,43074,WEATHERBY,DR,1476,MDELMR01476**C, ,WEATHERBY DR,WEATHERBY,SUNBURY,SUNBURY, ,136.046468327684
13939,632,401, ,,55,280,2,SUNBURY,DEL,DEL,OH,OH,75602,75602,C,2,25,SUNBURY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,155028002, , ,533,515,532,522,43074,43074,WEATHERBY,DR,1476,MDELMR01476**C, ,WEATHERBY DR,WEATHERBY,SUNBURY,SUNBURY, ,146.542637275827
13940,781,700, ,,55,280,4,SUNBURY,DEL,DEL,OH,OH,75602,75602,C,2,25,SUNBURY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,155028004, , ,700,780,711,781,43074,43074,BUCKEYE,CIR,1508,MDELMR01508**C, ,BUCKEYE CIR,BUCKEYE,SUNBURY,SUNBURY, ,277.467672320022
13941,632,401, ,,55,280,1,SUNBURY,DEL,DEL,OH,OH,75602,75602,C,2,25,SUNBURY, , ,M,0,0,P,B, ,N, , , , ,0,0,0, , ,155028001, , ,0,0,632,542,43074,43074,WEATHERBY,DR,1476,MDELMR01476**C, ,WEATHERBY DR,WEATHERBY,SUNBURY,SUNBURY, ,539.513719486132
13942,10136,515, ,,35,278,1,SUNBURY,DEL,DEL,OH,OH,75602,75602,C,2,35,SUNBURY, , ,M,0,0,P,B,True,N, , , , ,0,0,0, , ,135027801, , ,748,756,10136,10110,43074,43074,CHESHIRE,RD,72,CDELCR00072**C, ,CHESHIRE RD,CHESHIRE,SUNBURY,SUNBURY, ,103.850566838013
13943,3300,2600, ,,42,162,8, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016208, , ,2693,2661,2708,2664,43015,43015,PATRICIA ANN,WAY,99770,TDELTR99770**C, ,PATRICIA ANN WAY,PATRICIA ANN,BERLIN TWP,BERLIN TWP, ,143.580934090384
13944,3300,2600, ,,42,162,6, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016206, , ,2839,2813,2850,2808,43015,43015,PATRICIA ANN,WAY,99770,TDELTR99770**C, ,PATRICIA ANN WAY,PATRICIA ANN,BERLIN TWP,BERLIN TWP, ,143.581182621506
13945,3300,2600, ,,42,162,7, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016207, , ,2763,2739,2770,2724,43015,43015,PATRICIA ANN,WAY,99770,TDELTR99770**C, ,PATRICIA ANN WAY,PATRICIA ANN,BERLIN TWP,BERLIN TWP, ,143.580924101437
13946,1800,1400, ,,42,162,15, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016215, , ,1714,1714,1711,1711,43015,43015,PAUL EDWARD,DR,99745,TDELTR99745**C, ,PAUL EDWARD DR,PAUL EDWARD,BERLIN TWP,BERLIN TWP, ,72.0699055484634
13947,1700,1600, ,,42,162,17, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016217, , ,1688,1688,1693,1693,43015,43015,PIEPER,LN,99743,TDELTR99743**C, ,PIEPER LN,PIEPER,BERLIN TWP,BERLIN TWP, ,73.2209020097314
13948,1700,1600, ,,42,162,16, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016216, , ,1686,1686,1685,1685,43015,43015,ANGELO,LN,99744,TDELTR99744**C, ,ANGELO LN,ANGELO,BERLIN TWP,BERLIN TWP, ,72.0422651880912
13949,1800,1600, ,,42,162,9, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016209, , ,1610,1780,1693,1779,43015,43015,STINSON,RD,99749,TDELTR99749**C, ,STINSON RD,STINSON,BERLIN TWP,BERLIN TWP, ,415.182098423905
13950,1800,1400, ,,42,162,14, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016214, , ,1548,1742,1535,1743,43015,43015,MARIE,WAY,99746,TDELTR99746**C, ,MARIE WAY,MARIE,BERLIN TWP,BERLIN TWP, ,458.65808841087
13951,2000,1500, ,,42,162,10, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016210, , ,1672,1764,1633,1765,43015,43015,LONGHILL,DR,99748,TDELTR99748**C, ,LONGHILL DR,LONGHILL,BERLIN TWP,BERLIN TWP, ,314.511500845449
13952,2000,1500, ,,42,162,12, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016212, , ,1864,1894,1849,1907,43015,43015,LONGHILL,DR,99748,TDELTR99748**C, ,LONGHILL DR,LONGHILL,BERLIN TWP,BERLIN TWP, ,174.230343251375
13953,2000,1500, ,,42,162,11, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016211, , ,1798,1830,1795,1837,43015,43015,LONGHILL,DR,99748,TDELTR99748**C, ,LONGHILL DR,LONGHILL,BERLIN TWP,BERLIN TWP, ,173.49288832671
13954,2800,2600, ,,42,162,13, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016213, , ,2763,2645,2752,2636,43015,43015,CHARLOTTE,WAY,99747,TDELTR99747**C, ,CHARLOTTE WAY,CHARLOTTE,BERLIN TWP,BERLIN TWP, ,376.200610131616
13955,3300,2600, ,,42,162,5, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016205, , ,2947,2879,2954,2864,43015,43015,PATRICIA ANN,WAY,99770,TDELTR99770**C, ,PATRICIA ANN WAY,PATRICIA ANN,BERLIN TWP,BERLIN TWP, ,221.698535920628
13956,3300,2600, ,,42,162,4, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016204, , ,3033,2981,3036,2970,43015,43015,PATRICIA ANN,WAY,99770,TDELTR99770**C, ,PATRICIA ANN WAY,PATRICIA ANN,BERLIN TWP,BERLIN TWP, ,162.587636591523
13957,3300,2600, ,,42,162,3, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016203, , ,3125,3061,3126,3052,43015,43015,PATRICIA ANN,WAY,99770,TDELTR99770**C, ,PATRICIA ANN WAY,PATRICIA ANN,BERLIN TWP,BERLIN TWP, ,188.802667988212
13958,3300,2600, ,,42,162,2, ,DEL,DEL,OH,OH,05788,05788,C,2,25, ,BERLIN TWP,BERLIN TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,242016202, , ,3169,3169,3224,3092,43015,43015,PATRICIA ANN,WAY,99770,TDELTR99770**C, ,PATRICIA ANN WAY,PATRICIA ANN,BERLIN TWP,BERLIN TWP, ,201.796800909517
13959,4100,2191,BERLIN STATION,,31,209,0, ,DEL,DEL,OH,OH,05788,05788,C,2,55, ,BERLIN TWP,BERLIN TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,231020900, , ,2807,2807,2862,2820,43015,43015,BERLIN STATION,RD,91,CDELCR00091**C, ,BERLIN STATION RD,BERLIN STATION,BERLIN TWP,BERLIN TWP, ,266.456673062476
13960,6600,6300, ,,42,883,37, ,DEL,DEL,OH,OH,43106,43106,C,2,25, ,LIBERTY TWP,LIBERTY TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,942088337, , ,6422,6548,6425,6531,43065,43065,WHITE STAR,DR,99742,TDELTR99742**C, ,WHITE STAR DR,WHITE STAR,LIBERTY TWP,LIBERTY TWP, ,352.849742156609
13961,3600,3200, ,,42,884,31, ,DEL,DEL,OH,OH,43106,43106,C,2,25, ,LIBERTY TWP,LIBERTY TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,942088431, , ,0,0,0,0,43065,43065,HYATTS CROSSING,DR,1817,TDELTR01817**C, ,HYATTS CROSSING DR,HYATTS CROSSING,LIBERTY TWP,LIBERTY TWP, ,152.940703207441
13962,6800,6100, ,,42,883,32, ,DEL,DEL,OH,OH,43106,43106,C,2,25, ,LIBERTY TWP,LIBERTY TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,942088332, , ,6190,6272,6205,6243,43065,43065,BOONE,DR,1854,TDELTR01854**C, ,BOONE DR,BOONE,LIBERTY TWP,LIBERTY TWP, ,217.719292374488
13963,6500,6300, ,,61,883,43, ,DEL,DEL,OH,OH,43106,43106,C,2,15, ,LIBERTY TWP,LIBERTY TWP,P,0,0,P,B, ,N, , , , ,0,0,0, , ,961088343, , ,0,0,0,0,43065,43065,GILL,ST,81432,PDELTR81432**C, ,GILL ST,GILL,LIBERTY TWP,LIBERTY TWP, ,43.173275531427
13964,3500,3300, ,,61,883,39, ,DEL,DEL,OH,OH,43106,43106,C,2,15, ,LIBERTY TWP,LIBERTY TWP,P,0,0,P,B, ,N, , , , ,0,0,0, , ,961088339, ,E,3398,3432,3401,3429,43065,43065,CHAGRIN,LOOP,81428,PDELTR81428**C, ,CHAGRIN LOOP E,CHAGRIN,LIBERTY TWP,LIBERTY TWP, ,253.4327064112
13965,3600,3400, ,,61,883,38, ,DEL,DEL,OH,OH,43106,43106,C,2,15, ,LIBERTY TWP,LIBERTY TWP,P,0,0,P,B, ,N, , , , ,0,0,0, , ,961088338, ,W,3517,3489,3520,3486,43065,43065,CHAGRIN,LOOP,81429,PDELTR81429**C, ,CHAGRIN LOOP W,CHAGRIN,LIBERTY TWP,LIBERTY TWP, ,189.952109107932
13966,6500,6100, ,,61,881,11, ,DEL,DEL,OH,OH,43106,43106,C,2,15, ,LIBERTY TWP,LIBERTY TWP,P,0,0,P,B, ,N, , , , ,0,0,0, , ,961088111, , ,6162,6318,0,0,43065,43065,GRAND CLUB,DR,81417,PDELTR81417**C, ,GRAND CLUB DR,GRAND CLUB,LIBERTY TWP,LIBERTY TWP, ,454.056785803683
13967,9100,6700, ,,42,355,9, ,DEL,DEL,OH,OH,58618,58618,N,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,T,True,N, , , , ,0,0,0, , ,1142035509, , ,0,0,0,0,43035,43035,GREEN MEADOWS,DR,409,TDELTR00409**N, ,GREEN MEADOWS DR,GREEN MEADOWS,ORANGE TWP,ORANGE TWP, ,88.9361139438921
13968,8800,7800, ,,42,353,1, ,DEL,DEL,OH,OH,58618,58618,C,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,F,True,N, , , , ,0,0,0, , ,1142035301, , ,0,0,0,0,43035,43035,HIGHFIELD,DR,426,TDELTR00426**C, ,HIGHFIELD DR,HIGHFIELD,ORANGE TWP,ORANGE TWP, ,59.8727682519556
13969,9100,6400, ,,42,355,4, ,DEL,DEL,OH,OH,58618,58618,C,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,F,True,N, , , , ,0,0,0, , ,1142035504, , ,0,0,0,0,43035,43035,GREEN MEADOWS,DR,409,TDELTR00409**C, ,GREEN MEADOWS DR,GREEN MEADOWS,ORANGE TWP,ORANGE TWP, ,29.5174317374254
13970,8800,7800, ,,42,353,2, ,DEL,DEL,OH,OH,58618,58618,C,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,F,True,N, , , , ,0,0,0, , ,1142035302, , ,0,0,0,0,43035,43035,HIGHFIELD,DR,426,TDELTR00426**C, ,HIGHFIELD DR,HIGHFIELD,ORANGE TWP,ORANGE TWP, ,11.2918953249213
13971,8800,7800, ,,42,353,4, ,DEL,DEL,OH,OH,58618,58618,N,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,T,True,N, , , , ,0,0,0, , ,1142035304, , ,0,0,0,0,43035,43035,HIGHFIELD,DR,426,TDELTR00426**N, ,HIGHFIELD DR,HIGHFIELD,ORANGE TWP,ORANGE TWP, ,55.7535928875359
13972,9100,6700, ,,42,355,8, ,DEL,DEL,OH,OH,58618,58618,N,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,T,True,N, , , , ,0,0,0, , ,1142035508, , ,0,0,0,0,43035,43035,GREEN MEADOWS,DR,409,TDELTR00409**N, ,GREEN MEADOWS DR,GREEN MEADOWS,ORANGE TWP,ORANGE TWP, ,24.9940166390839
13973,8800,7800, ,,42,353,5, ,DEL,DEL,OH,OH,58618,58618,N,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,T,True,N, , , , ,0,0,0, , ,1142035305, , ,0,0,0,0,43035,43035,HIGHFIELD,DR,426,TDELTR00426**N, ,HIGHFIELD DR,HIGHFIELD,ORANGE TWP,ORANGE TWP, ,14.2817204140706
13974,8800,7800, ,,42,353,6, ,DEL,DEL,OH,OH,58618,58618,N,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,T,True,N, , , , ,0,0,0, , ,1142035306, , ,0,0,0,0,43035,43035,HIGHFIELD,DR,426,TDELTR00426**N, ,HIGHFIELD DR,HIGHFIELD,ORANGE TWP,ORANGE TWP, ,31.3898093386892
13975,8800,7800, ,,42,353,3, ,DEL,DEL,OH,OH,58618,58618,C,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,F,True,N, , , , ,0,0,0, , ,1142035303, , ,0,0,0,0,43035,43035,HIGHFIELD,DR,426,TDELTR00426**C, ,HIGHFIELD DR,HIGHFIELD,ORANGE TWP,ORANGE TWP, ,28.8244498329594
13976,9100,6700, ,,42,355,7, ,DEL,DEL,OH,OH,58618,58618,N,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,T,True,N, , , , ,0,0,0, , ,1142035507, , ,0,0,0,0,43035,43035,GREEN MEADOWS,DR,409,TDELTR00409**N, ,GREEN MEADOWS DR,GREEN MEADOWS,ORANGE TWP,ORANGE TWP, ,85.7615399177275
13977,9100,6400, ,,42,355,3, ,DEL,DEL,OH,OH,58618,58618,C,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,F,True,N, , , , ,0,0,0, , ,1142035503, , ,0,0,0,0,43035,43035,GREEN MEADOWS,DR,409,TDELTR00409**C, ,GREEN MEADOWS DR,GREEN MEADOWS,ORANGE TWP,ORANGE TWP, ,84.3021306046035
13978,9100,6400, ,,42,355,5, ,DEL,DEL,OH,OH,58618,58618,C,1,25, ,ORANGE TWP,ORANGE TWP,T,0,0,P,F,True,N, , , , ,0,0,0, , ,1142035505, , ,0,0,0,0,43035,43035,GREEN MEADOWS,DR,409,TDELTR00409**C, ,GREEN MEADOWS DR,GREEN MEADOWS,ORANGE TWP,ORANGE TWP, ,86.2085404712151
13979,3900,1, ,,41,2049,6, ,DEL,DEL,OH,OH,05788,05774,C,2,55, ,BERLIN TWP,BERKSHIRE TWP,T,0,0,P,B,True,N,S/SOUTH/S/,3 B'S & K/THREE B'S & K/THREE BS & K/3B, ,RD/RD/RD/,0,0,0, , ,141204906,S, ,1426,1456,1471,1471,43021,43021,THREE B'S & K,RD,35,TDELTR00035**C, ,S THREE B'S & K RD,THREE B'S & K,BERLIN TWP,BERKSHIRE TWP, ,60.6326548205064
13980,3900,1, ,,41,2049,7,SUNBURY,DEL,DEL,OH,OH,05788,75602,C,2,55, ,BERLIN TWP, ,T,0,0,P,B,True,N,S/SOUTH/S/,3 B'S & K/THREE B'S & K/THREE BS & K/3B, ,RD/RD/RD/,0,0,0, , ,141204907,S, ,1480,1570,1609,1609,43021,43021,THREE B'S & K,RD,35,TDELTR00035**C, ,S THREE B'S & K RD,THREE B'S & K,BERLIN TWP,SUNBURY, ,404.885640231145
13981,2400,2100, ,,42,946,3, ,DEL,DEL,OH,OH,43106,43106,C,2,25, ,LIBERTY TWP,LIBERTY TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,942091600, , ,2172,2330,2175,2327,43015,43015,THEA,LN,1882,TDELTR01882**C, ,THEA LN,THEA,LIBERTY TWP,LIBERTY TWP, ,363.672286498617
13982,10700,3400,LIBERTY-3,,31,916,2, ,DEL,DEL,OH,OH,43106,43106,C,2,50, ,LIBERTY TWP,LIBERTY TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,931091602, , ,5510,5510,0,0,43065,43065,LIBERTY,RD,9,CDELCR00009**C, ,LIBERTY RD,LIBERTY,LIBERTY TWP,LIBERTY TWP, ,267.880167038826
13983,716,400, ,,55,460,62,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B,True,N, , , , ,0,0,0, , ,555046062, , ,0,0,502,502,43015,43015,PENWELL,DR,1447,MDELMR01447**C, ,PENWELL DR,PENWELL,DELAWARE,DELAWARE, ,59.1753550983127
13984,75,50, ,,55,460,66,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B,True,N, , , , ,0,0,0, , ,555046066, , ,50,62,0,0,43015,43015,POPPY,PL,1510,MDELMR01510**C, ,POPPY PL,POPPY,DELAWARE,DELAWARE, ,109.562229766765
13985,75,50, ,,55,460,65,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B,True,N, , , , ,0,0,0, , ,555046065, , ,68,74,75,75,43015,43015,POPPY,PL,1510,MDELMR01510**C, ,POPPY PL,POPPY,DELAWARE,DELAWARE, ,61.2975225873521
13986,716,400, ,,55,460,63,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B,True,N, , , , ,0,0,0, , ,555046063, , ,533,519,544,508,43015,43015,PENWELL,DR,1447,MDELMR01447**C, ,PENWELL DR,PENWELL,DELAWARE,DELAWARE, ,172.757018549106
13987,32,17, ,,55,460,64,DELAWARE,DEL,DEL,OH,OH,21434,21434,C,2,25,DELAWARE, , ,M,0,0,P,B,True,N, , , , ,0,0,0, , ,555046064, , ,20,32,17,29,43015,43015,HONEY,CT,1509,MDELMR01509**C, ,HONEY CT,HONEY,DELAWARE,DELAWARE, ,52.6095468341584
13988,10500,3121, ,,21,849,1, ,DEL,DEL,OH,OH,43106,43106,C,2,55, ,LIBERTY TWP,LIBERTY TWP,S,0,0,P,B,True,N, ,STATE ROUTE 315/SR 315/ST RT 315/315, , ,0,0,0, , ,921084901, , ,0,0,0,0,43065,43065,OLENTANGY RIVER,RD,315,SDELSR00315**C, ,OLENTANGY RIVER RD,OLENTANGY RIVER,LIBERTY TWP,LIBERTY TWP, ,40.2397330053391
13989,10500,3121, ,,21,715,2, ,DEL,DEL,OH,OH,43106,43106,C,2,55, ,LIBERTY TWP,LIBERTY TWP,S,0,0,P,B,True,N, ,STATE ROUTE 315/SR 315/ST RT 315/315, , ,0,0,0, , ,921071502, , ,0,0,0,0,43065,43065,OLENTANGY RIVER,RD,315,SDELSR00315**C, ,OLENTANGY RIVER RD,OLENTANGY RIVER,LIBERTY TWP,LIBERTY TWP, ,16.0820772295113
13990,1100,767, ,,41,881,2, ,DEL,DEL,OH,OH,43106,43106,C,2,35, ,LIBERTY TWP,LIBERTY TWP,T,0,0,P,B,True,N,WEST,ORANGE, ,RD,0,0,0, , ,941088102,W, ,0,0,0,0,43065,43065,ORANGE,RD,114,TDELTR00114**C, ,W ORANGE RD,ORANGE,LIBERTY TWP,LIBERTY TWP, ,80.1427462290197
13991,10500,3121, ,,21,715,4, ,DEL,DEL,OH,OH,43106,43106,C,1,55, ,LIBERTY TWP,LIBERTY TWP,S,0,0,P,F,True,N, ,STATE ROUTE 315/SR 315/ST RT 315/315, , ,0,0,0, , ,921071504, , ,0,0,0,0,43065,43065,OLENTANGY RIVER,RD,315,SDELSR00315**C, ,OLENTANGY RIVER RD,OLENTANGY RIVER,LIBERTY TWP,LIBERTY TWP, ,34.2317297469961
13992,2800,1100, ,,41,847,2, ,DEL,DEL,OH,OH,43106,43106,C,1,25, ,LIBERTY TWP,LIBERTY TWP,T,0,0,P,F,True,N, , , , ,0,0,0, , ,941084702, , ,0,0,0,0,43065,43065,CARRIAGE,RD,334,TDELTR00334**C, ,CARRIAGE RD,CARRIAGE,LIBERTY TWP,LIBERTY TWP, ,49.6715244670335
13993,2800,1100, ,,41,847,3, ,DEL,DEL,OH,OH,43106,43106,N,1,25, ,LIBERTY TWP,LIBERTY TWP,T,0,0,P,T,True,N, , , , ,0,0,0, , ,941084703, , ,0,0,0,0,43065,43065,CARRIAGE,RD,334,TDELTR00334**N, ,CARRIAGE RD,CARRIAGE,LIBERTY TWP,LIBERTY TWP, ,60.5182628169713
13994,2800,1100, ,,41,847,4, ,DEL,DEL,OH,OH,43106,43106,N,1,25, ,LIBERTY TWP,LIBERTY TWP,T,0,0,P,T,True,N, , , , ,0,0,0, , ,941084704, , ,0,0,0,0,43065,43065,CARRIAGE,RD,334,TDELTR00334**N, ,CARRIAGE RD,CARRIAGE,LIBERTY TWP,LIBERTY TWP, ,32.2478575502814
13995,10500,3121, ,,21,715,8, ,DEL,DEL,OH,OH,43106,43106,N,1,55, ,LIBERTY TWP,LIBERTY TWP,S,0,0,P,T,True,N, ,STATE ROUTE 315/SR 315/ST RT 315/315, , ,0,0,0, , ,921071508, , ,0,0,0,0,43065,43065,OLENTANGY RIVER,RD,315,SDELSR00315**N, ,OLENTANGY RIVER RD,OLENTANGY RIVER,LIBERTY TWP,LIBERTY TWP, ,36.4419073080824
13996,10500,3121, ,,21,715,3, ,DEL,DEL,OH,OH,43106,43106,C,1,55, ,LIBERTY TWP,LIBERTY TWP,S,0,0,P,F,True,N, ,STATE ROUTE 315/SR 315/ST RT 315/315, , ,0,0,0, , ,921071503, , ,0,0,0,0,43065,43065,OLENTANGY RIVER,RD,315,SDELSR00315**C, ,OLENTANGY RIVER RD,OLENTANGY RIVER,LIBERTY TWP,LIBERTY TWP, ,68.6874877543754
