OBJECTID,Address Grid High,Address Grid Low,ENG_UNIQUE,Township Id,Road Id,Segment Id,Subsegment Id,Right City,Left County,Right County,Left State,Right State,Left FIPS,Right FIPS,Cardinality,Number of Lanes,Speed,Left City,Left Township,Right Township,Jurisdiction,Beginning Log Point,3D Length,Surface Type,Travel Direction,Reverse Direction,Divided,Alternate Pre Direction,Alternate Street Name,Alternate Suffix Direction,Alternate Street Type,End Log Point,Beginning Log Point 2,End Log Point 2,NLFID 2,Overlapping Road,Road ID,Pre Direction,Suffix Direction,Left To Address,Left From Address,Right To Address,Right From Address,Left Zip Code,Right Zip Code,Street Name,Street Type,Road Number,NLFID,Pre Type,Full Street Name,PNAME,Left Community,Right Community,Shield,SHAPE__Length
1,9800,8500, ,,21,45,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B,True,N, ,SR 47/ST RT 47/47, , ,0,0,0, , ,1621004500, , ,8780,9702,8921,9581,43344,43344,47, ,47,SDELSR00047**C,STATE ROUTE,STATE ROUTE 47,STATE ROUTE 47,THOMPSON TWP,THOMPSON TWP,SR-47,2248.77652608206
2,7200,7000, ,,45,2001,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,M,0,0,P,B, ,N, , , , ,0,0,0, , ,1645200100, , ,0,0,0,0,43344,43344,SCHOFIELD,RD,186,TDELTR00186**C, ,SCHOFIELD RD,SCHOFIELD,THOMPSON TWP,THOMPSON TWP, ,190.620987371566
3,9800,8500, ,,21,45,1, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B,True,N, ,SR 47/ST RT 47/47, , ,0,0,0, , ,1621004501, , ,0,0,0,0,43344,43344,47, ,47,SDELSR00047**C,STATE ROUTE,STATE ROUTE 47,STATE ROUTE 47,THOMPSON TWP,THOMPSON TWP,SR-47,18.7121414124838
4,9000,7300, ,,41,50,1, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,T,0,0,P,B,True,N, ,DAVIS KIRK/DAVISKIRK, ,RD/RD,0,0,0, , ,1641005001, , ,0,0,0,0,43344,43342,DAVIS-KIRK,RD,184,TDELTR00184**C, ,DAVIS-KIRK RD,DAVIS-KIRK,THOMPSON TWP,THOMPSON TWP, ,641.274085239721
5,7800,1501, ,,21,52,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B, ,N, ,SR 257/ST RT 257/257,N/N/, ,0,0,0,SDELSR00257**C,M,1621005200, ,N,7745,7563,7750,7522,43342,43342,257, ,257,SDELSR00257**C,STATE ROUTE,STATE ROUTE 257 N,STATE ROUTE 257,THOMPSON TWP,THOMPSON TWP,SR-257,941.714562607294
6,7500,6700, ,,41,51,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,1641005100, , ,0,0,0,0,43342,43342,GRIGSBY,RD,280,TDELTR00280**C, ,GRIGSBY RD,GRIGSBY,THOMPSON TWP,THOMPSON TWP, ,1533.03948336227
7,9000,8800, ,,41,8,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1041000800, , ,0,0,0,0,43066,43356,GILLETT,RD,233,TDELTR00233**C, ,GILLETT RD,GILLETT,MARLBORO TWP,MARLBORO TWP, ,312.366503833209
8,7700,5700, ,,21,46,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B, ,N, ,SR 4/ST RT 4/4, , ,0,0,0, , ,1621004600, , ,7261,6959,7446,6882,43344,43344,4, ,4,SDELSR00004**C,STATE ROUTE,STATE ROUTE 4,STATE ROUTE 4,THOMPSON TWP,THOMPSON TWP,SR-4,1521.08424688791
9,9000,7300, ,,41,48,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,T,0,0,P,B,True,N, ,DAVIS KIRK/DAVISKIRK, ,RD/RD,0,0,0, , ,1641004800, , ,8496,8496,8459,8959,43344,43344,DAVIS-KIRK,RD,184,TDELTR00184**C, ,DAVIS-KIRK RD,DAVIS-KIRK,THOMPSON TWP,THOMPSON TWP, ,1643.32248669673
10,9000,7300, ,,41,49,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,T,0,0,P,B,True,N, ,DAVIS KIRK/DAVISKIRK, ,RD/RD,0,0,0, , ,1641004900, , ,8076,8076,8027,8027,43344,43344,DAVIS-KIRK,RD,184,TDELTR00184**C, ,DAVIS-KIRK RD,DAVIS-KIRK,THOMPSON TWP,THOMPSON TWP, ,1341.62564153541
11,9200,8600, ,,21,10,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, ,STATE ROUTE 229/SR 229/ST RT 229/NORTON WALDO, ,///RD,0,0,0, , ,1021001000, , ,9171,9109,9128,9114,43356,43356,NORTON-WALDO,RD,229,SDELSR00229**C, ,NORTON-WALDO RD,NORTON-WALDO,MARLBORO TWP,MARLBORO TWP, ,239.02893586041
12,2200,1,NORTON,,31,9,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1031000900, , ,598,666,151,745,43356,43356,NORTON,RD,202,CDELCR00202**C, ,NORTON RD,NORTON,MARLBORO TWP,MARLBORO TWP, ,1928.94423631201
13,2200,1, ,,21,30,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, ,STATE ROUTE 229/SR 229/ST RT 229, ,<Null>,0,0,0, , ,1021003000, , ,80,100,83,83,43356,43356,NORTON,RD,229,SDELSR00229**C, ,NORTON RD,NORTON,MARLBORO TWP,MARLBORO TWP, ,223.975179333044
14,2200,1, ,,21,30,1, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B,True,N, ,STATE ROUTE 229/SR 229/ST RT 229, ,<Null>,0,0,0, , ,1021003001, , ,0,0,0,0,43356,43356,NORTON,RD,229,SDELSR00229**C, ,NORTON RD,NORTON,MARLBORO TWP,MARLBORO TWP, ,44.3077010782252
15,2000,1, ,,21,33,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, ,SR 229/ST RT 229/229, , ,0,0,0, , ,1021003300, , ,0,0,80,80,43356,43356,229, ,229,SDELSR00229**C,STATE ROUTE,STATE ROUTE 229,STATE ROUTE 229,MARLBORO TWP,MARLBORO TWP,SR-229,301.606981032257
16,2000,1, ,,21,39,2, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, ,SR 229/ST RT 229/229, , ,0,0,0, , ,1021003902, , ,0,0,0,0,43003,43003,229, ,229,SDELSR00229**C,STATE ROUTE,STATE ROUTE 229,STATE ROUTE 229,MARLBORO TWP,MARLBORO TWP,SR-229,1129.21898837877
17,2000,1300, ,,41,2039,0, ,MAR,DEL,OH,OH,80514,47908,C,2,55, ,WALDO TWP,MARLBORO TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1041203900, , ,1963,1323,1756,1592,43356,43356,CLINE,RD,234,TDELTR00234**C, ,CLINE RD,CLINE,WALDO TWP,MARLBORO TWP, ,2088.52787527574
18,7800,71, ,,21,87,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,S,0,0,P,B, ,N, ,SR 203/ST RT 203/203, , ,0,0,0, , ,1421008700, , ,7733,7537,7782,7782,43342,43342,203, ,203,SDELSR00203**C,STATE ROUTE,STATE ROUTE 203,STATE ROUTE 203,RADNOR TWP,RADNOR TWP,SR-203,1184.63842740062
19,2200,1,NORTON,,31,7,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1031000700, , ,0,0,979,979,43066,43356,NORTON,RD,202,CDELCR00202**C, ,NORTON RD,NORTON,MARLBORO TWP,MARLBORO TWP, ,517.614558052273
20,8100,5600,CURTIS,,31,89,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1431008900, , ,7773,7773,0,0,43066,43066,CURTIS,RD,203,CDELCR00203**C, ,CURTIS RD,CURTIS,RADNOR TWP,RADNOR TWP, ,684.817308894326
21,5400,2201,NORTON,,31,88,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1431008800, , ,5378,5378,5203,5203,43066,43066,NORTON,RD,202,CDELCR00202**C, ,NORTON RD,NORTON,RADNOR TWP,RADNOR TWP, ,1798.34284935005
22,9200,8900, ,,59,96,0, ,DEL,DEL,OH,OH,47908,47908,C,2,25, ,MARLBORO TWP,MARLBORO TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1059009600, , ,0,0,9059,9017,43356,43356,COX,RD,1065,TDELTR01065**C, ,COX RD,COX,MARLBORO TWP,MARLBORO TWP, ,223.524297735098
23,8400,4500,THOMAS,,31,91,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1431009100, , ,0,0,0,0,43066,43066,THOMAS,RD,208,CDELCR00208**C, ,THOMAS RD,THOMAS,RADNOR TWP,RADNOR TWP, ,656.452126318486
24,5400,2201,NORTON,,31,90,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1431009000, , ,3808,4382,3883,4525,43066,43066,NORTON,RD,202,CDELCR00202**C, ,NORTON RD,NORTON,RADNOR TWP,RADNOR TWP, ,2134.87938095915
25,2200,1,NORTON,,31,92,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1431009200, , ,0,0,0,0,43066,43066,NORTON,RD,202,CDELCR00202**C, ,NORTON RD,NORTON,RADNOR TWP,RADNOR TWP, ,33.2142053298773
26,8700,6101, ,,41,2002,0, ,DEL,DEL,OH,OH,65312,47908,C,2,55, ,RADNOR TWP,MARLBORO TWP,T,0,0,P,B, ,N,NORTH/N,SECTION LINE/SECTIONLINE, ,RD/RD,0,0,0, , ,1041200200,N, ,0,0,8416,8416,43066,43066,SECTION LINE,RD,8,TDELTR00008**C, ,N SECTION LINE RD,SECTION LINE,RADNOR TWP,MARLBORO TWP, ,1117.02285730727
27,5400,2201,NORTON,,31,93,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1431009300, , ,2244,3688,2341,3473,43066,43066,NORTON,RD,202,CDELCR00202**C, ,NORTON RD,NORTON,RADNOR TWP,RADNOR TWP, ,3074.95219876055
28,2200,1,NORTON,,31,5,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,C,0,0,P,B,True,N, , , , ,0,0,0, , ,1031000500, , ,1216,1916,1475,1607,43066,43066,NORTON,RD,202,CDELCR00202**C, ,NORTON RD,NORTON,MARLBORO TWP,MARLBORO TWP, ,2085.25792045141
29,7800,1, ,,41,84,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1441008400, , ,0,0,0,0,43342,43342,RIVER,RD,187,TDELTR00187**C, ,RIVER RD,RIVER,RADNOR TWP,RADNOR TWP, ,1801.12448671736
30,7800,71, ,,21,86,3, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,S,0,0,P,B, ,N, ,SR 203/ST RT 203/203, , ,0,0,0, , ,1421008603, , ,7325,7325,7352,7352,43066,43066,203, ,203,SDELSR00203**C,STATE ROUTE,STATE ROUTE 203,STATE ROUTE 203,RADNOR TWP,RADNOR TWP,SR-203,501.152021493618
31,9800,9300, ,,41,95,1, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1041009501, , ,0,0,0,0,43003,43356,BENEDICT,RD,288,TDELTR00288**C, ,BENEDICT RD,BENEDICT,MARLBORO TWP,MARLBORO TWP, ,531.613510891371
32,0,0, ,,99,23,0, ,DEL,DEL,OH,OH,47908,47908,C,1,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,F, ,N, , , , ,0,0,0, , ,1099002300, , ,0,0,0,0,43015,43015, , ,36,SDELCN00036**C, , , ,MARLBORO TWP,MARLBORO TWP, ,25.3298170379933
33,8400,4500,THOMAS,,31,81,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1431008100, , ,0,0,7626,7626,43066,43066,THOMAS,RD,208,CDELCR00208**C, ,THOMAS RD,THOMAS,RADNOR TWP,RADNOR TWP, ,1298.09866565349
34,7800,1501, ,,21,44,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B, ,N, ,SR 257/ST RT 257/257,N/N/, ,0,0,0,SDELSR00257**C,M,1621004400, ,N,7145,6425,7310,6460,43342,43342,257, ,257,SDELSR00257**C,STATE ROUTE,STATE ROUTE 257 N,STATE ROUTE 257,THOMPSON TWP,THOMPSON TWP,SR-257,2058.27966688323
35,9300,6801,HOSKINS-2,,31,43,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,C,0,0,P,B,True,N, , , , ,0,0,0,CDELCR00183**C,Y,1631004300, , ,0,0,0,0,43066,43066,HOSKINS,RD,183,CDELCR00183**C, ,HOSKINS RD,HOSKINS,THOMPSON TWP,THOMPSON TWP, ,88.0618367476857
36,7800,1, ,,41,74,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1441007400, , ,0,0,7010,6926,43066,43066,RIVER,RD,187,TDELTR00187**C, ,RIVER RD,RIVER,RADNOR TWP,RADNOR TWP, ,1628.97700341124
37,6800,4900,HOSKINS-2,,31,73,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B,True,N, , , , ,0,0,0,CDELCR00183**C,Y,1431007300, , ,0,0,0,0,43066,43066,HOSKINS,RD,183,CDELCR00183**C, ,HOSKINS RD,HOSKINS,RADNOR TWP,RADNOR TWP, ,76.3689647425801
38,7700,5700, ,,21,35,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B, ,N, ,SR 4/ST RT 4/4, , ,0,0,0, , ,1621003500, , ,0,0,0,0,43344,43344,4, ,4,SDELSR00004**C,STATE ROUTE,STATE ROUTE 4,STATE ROUTE 4,THOMPSON TWP,THOMPSON TWP,SR-4,8.67013625940479
39,9300,6801,HOSKINS-1,,31,36,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,C,0,0,P,B,True,N, , , , ,0,0,0,CDELCR00183**C,Y,1631003600, , ,0,0,0,0,43344,43344,HOSKINS,RD,183,CDELCR00183**C, ,HOSKINS RD,HOSKINS,THOMPSON TWP,THOMPSON TWP, ,33.8266727621589
40,7700,5700, ,,21,34,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B, ,N, ,SR 4/ST RT 4/4, , ,0,0,0, , ,1621003400, , ,28080,28080,5680,5680,43344,43344,4, ,4,SDELSR00004**C,STATE ROUTE,STATE ROUTE 4,STATE ROUTE 4,THOMPSON TWP,THOMPSON TWP,SR-4,55.2963274537103
41,9300,6801,HOSKINS-1,,31,38,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,C,0,0,P,B,True,N, , , , ,0,0,0,CDELCR00183**C,Y,1631003800, , ,8374,9076,9275,9595,43344,43344,HOSKINS,RD,183,CDELCR00183**C, ,HOSKINS RD,HOSKINS,THOMPSON TWP,THOMPSON TWP, ,2992.47490328702
42,7100,2900, ,,41,40,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,T,0,0,P,B, ,N, , , , ,0,0,0, , ,1641004000, , ,6557,6557,0,0,43344,43344,MOONEY,RD,185,TDELTR00185**C, ,MOONEY RD,MOONEY,THOMPSON TWP,THOMPSON TWP, ,1437.29593205893
43,9300,6801,HOSKINS-1,,31,39,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,C,0,0,P,B,True,N, , , , ,0,0,0,CDELCR00183**C,Y,1631003900, , ,0,0,0,0,43344,43066,HOSKINS,RD,183,CDELCR00183**C, ,HOSKINS RD,HOSKINS,THOMPSON TWP,THOMPSON TWP, ,26.4491128733274
44,7800,71, ,,21,76,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,S,0,0,P,B, ,N, ,SR 203/ST RT 203/203, , ,0,0,0, , ,1421007600, , ,0,0,7182,6822,43066,43066,203, ,203,SDELSR00203**C,STATE ROUTE,STATE ROUTE 203,STATE ROUTE 203,RADNOR TWP,RADNOR TWP,SR-203,1452.55043631401
45,6800,4900,HOSKINS-2,,31,75,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B,True,N, , , , ,0,0,0,CDELCR00183**C,Y,1431007500, , ,6006,6238,5907,6343,43066,43066,HOSKINS,RD,183,CDELCR00183**C, ,HOSKINS RD,HOSKINS,RADNOR TWP,RADNOR TWP, ,2460.50438442842
46,6800,4900, ,,41,77,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,1441007700, , ,0,0,5893,5893,43066,43066,HOSKINS,RD,183,TDELTR00183**C, ,HOSKINS RD,HOSKINS,RADNOR TWP,RADNOR TWP, ,1284.36534139793
47,7800,1501, ,,21,42,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,S,0,0,P,B, ,N, ,SR 257/ST RT 257/257,N/N/, ,0,0,0,CDELCR00183**C,O,1621004200, ,N,0,0,0,0,43066,43066,257, ,257,SDELSR00257**C,STATE ROUTE,STATE ROUTE 257 N,STATE ROUTE 257,THOMPSON TWP,THOMPSON TWP,SR-257,416.686894534684
48,9300,6801,HOSKINS-1,,31,41,0, ,DEL,DEL,OH,OH,76617,76617,C,2,55, ,THOMPSON TWP,THOMPSON TWP,C,0,0,P,B,True,N, , , , ,0,0,0,CDELCR00183**C,Y,1631004100, , ,7898,7898,7667,8021,43066,43066,HOSKINS,RD,183,CDELCR00183**C, ,HOSKINS RD,HOSKINS,THOMPSON TWP,THOMPSON TWP, ,2634.73629771392
49,8400,4500,THOMAS,,31,82,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1431008200, , ,6895,6895,7210,7018,43066,43066,THOMAS,RD,208,CDELCR00208**C, ,THOMAS RD,THOMAS,RADNOR TWP,RADNOR TWP, ,751.805862166864
50,8700,6101, ,,41,2003,0, ,DEL,DEL,OH,OH,65312,47908,C,2,55, ,RADNOR TWP,MARLBORO TWP,T,0,0,P,B, ,N,NORTH/N,SECTION LINE/SECTIONLINE, ,RD/RD,0,0,0, , ,1041200300,N, ,0,0,7780,7200,43066,43066,SECTION LINE,RD,8,TDELTR00008**C, ,N SECTION LINE RD,SECTION LINE,RADNOR TWP,MARLBORO TWP, ,1990.7880089015
51,3700,2400, ,,41,83,0, ,DEL,DEL,OH,OH,65312,65312,C,2,55, ,RADNOR TWP,RADNOR TWP,T,0,0,P,B,True,N, , , , ,0,0,0, , ,1441008300, , ,2820,3304,2417,3765,43066,43066,PEEL,RD,205,TDELTR00205**C, ,PEEL RD,PEEL,RADNOR TWP,RADNOR TWP, ,3072.19005231515
52,9100,8800,PETERS,,31,43,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1231004300, , ,9019,9019,9058,9058,43003,43003,PETERS,RD,250,CDELCR00250**C, ,PETERS RD,PETERS,OXFORD TWP,OXFORD TWP, ,947.557600677177
53,9200,8900,CLAYPOOL,,31,42,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1231004200, , ,9185,9185,9050,9050,43003,43003,CLAYPOOL,RD,235,CDELCR00235**C, ,CLAYPOOL RD,CLAYPOOL,OXFORD TWP,OXFORD TWP, ,503.482457893337
54,9100,8800,PETERS,,31,40,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,C,0,0,P,B, ,N, , , , ,0,0,0, , ,1231004000, , ,8885,8885,0,0,43003,43003,PETERS,RD,250,CDELCR00250**C, ,PETERS RD,PETERS,OXFORD TWP,OXFORD TWP, ,221.102302707498
55,7000,2001, ,,21,39,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,S,0,0,P,B, ,N, ,SR 229/ST RT 229/229, , ,0,0,0, , ,1221003900, , ,0,0,0,0,43003,43003,229, ,229,SDELSR00229**C,STATE ROUTE,STATE ROUTE 229,STATE ROUTE 229,OXFORD TWP,OXFORD TWP,SR-229,1206.12504120551
56,151,101, ,,61,82,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,20,ASHLEY, , ,P,0,0,P,B, ,N, ,NORTH WOOD, , ,0,0,0, , ,1261008200, , ,146,138,151,141,43003,43003,NORTHWOOD,DR,80004,PDELMR80004**C, ,NORTHWOOD DR,NORTHWOOD,ASHLEY,ASHLEY, ,137.860931183945
57,0,0, ,,99,21,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,F, ,Y, , , , ,0,0,0, , ,1099002100, , ,0,0,0,0,43015,43015, , ,23,SDELUS00023*AC, , , ,MARLBORO TWP,MARLBORO TWP, ,1447.96865338826
58,0,0, ,,99,15,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, , , , ,0,0,0, , ,1099001500, , ,0,0,0,0,43015,43015, , ,33,SDELCN00033**C, , , ,MARLBORO TWP,MARLBORO TWP, ,26.564656783134
59,9300,6801, ,,12,20,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,F, ,Y, ,US 23/US HWY 23/23,N/N/, ,0,0,0, , ,1012002000, ,N,0,0,8350,7720,43015,43015,23, ,23,SDELUS00023**C,US HIGHWAY,US HIGHWAY 23 N,US HIGHWAY 23,MARLBORO TWP,MARLBORO TWP,US-23,1448.40616289256
60,0,0, ,,99,16,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, , , , ,0,0,0, , ,1099001600, , ,0,0,0,0,43015,43015, , ,34,SDELCN00034**C, , , ,MARLBORO TWP,MARLBORO TWP, ,25.3072460524504
61,0,0, ,,99,17,0, ,DEL,DEL,OH,OH,47908,47908,C,2,55, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, , , , ,0,0,0, , ,1099001700, , ,0,0,0,0,43015,43015, , ,35,SDELCN00035**C, , , ,MARLBORO TWP,MARLBORO TWP, ,28.6656608616419
62,0,0, ,,65,43,0, ,DEL,DEL,OH,OH,47908,47908,C,2,10, ,MARLBORO TWP,MARLBORO TWP,S,0,0,P,B, ,N, , , , ,0,0,0, , ,1065004300, , ,0,0,0,0,43003,43003, , ,116,SDELNR00116**C, , , ,MARLBORO TWP,MARLBORO TWP, ,332.453662350763
63,10000,5501, ,,12,80,1, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,S,0,0,P,B, ,N, ,US 42/US HWY 42/42,N/N/,<Null>,0,0,0,SDELUS00042**C,Y,1212008001, ,N,9821,9821,9982,9776,43003,43003,42, ,42,SDELUS00042**C,US HIGHWAY,US HIGHWAY 42 N,US HIGHWAY 42,OXFORD TWP,OXFORD TWP,US-42,539.292382904444
64,9900,9600, ,,41,50,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,T,0,0,P,B, ,N, ,ASHLEY-WESTFIELD/ASHLEY WESTFIELD, ,RD/RD,0,0,0, , ,1241005000, , ,0,0,0,0,43003,43003,WESTFIELD,RD,239,TDELTR00239**C, ,WESTFIELD RD,WESTFIELD,OXFORD TWP,OXFORD TWP, ,645.313061189071
65,19,1, ,,61,139,1, ,DEL,DEL,OH,OH,59262,59262,C,2,20, ,OXFORD TWP,OXFORD TWP,P,0,0,P,B, ,N, ,WOOLEY PARK, , ,0,0,0, , ,1261013901, , ,16,2,19,1,43003,43003,WOOLLEY,PARK,80407,PDELTR80407**C, ,WOOLLEY PARK,WOOLLEY,OXFORD TWP,OXFORD TWP, ,337.943209221507
66,7000,2001, ,,21,41,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,S,0,0,P,B, ,N, ,SR 229/ST RT 229/229, , ,0,0,0, , ,1221004100, , ,3003,2801,3030,2626,43003,43003,229, ,229,SDELSR00229**C,STATE ROUTE,STATE ROUTE 229,STATE ROUTE 229,OXFORD TWP,OXFORD TWP,SR-229,1247.71192264434
67,119,101, ,,61,85,0,ASHLEY,DEL,DEL,OH,OH,02582,02582,C,2,20,ASHLEY, , ,P,0,0,P,B,True,N, , , , ,0,0,0, , ,1261008500, , ,109,119,108,118,43003,43003,MAPLEWOOD,DR,80003,PDELMR80003**C, ,MAPLEWOOD DR,MAPLEWOOD,ASHLEY,ASHLEY, ,93.8916487430372
68,10000,5501, ,,12,80,0, ,DEL,DEL,OH,OH,59262,59262,C,2,55, ,OXFORD TWP,OXFORD TWP,S,0,0,P,B, ,N,N/NORTH///,FRANKLIN/FRANKIN/US 42/US 42 HWY/42,//N/N/,ST/ST///,0,0,0,SDELUS00042**C,Y,1212008000, ,N,207,205,0,0,43003,43003,42, ,42,SDELUS00042**C,US HIGHWAY,US HIGHWAY 42 N,US HIGHWAY 42,OXFORD TWP,OXFORD TWP,US-42,89.6198512284987
